Nome_Logradouro,Complemento
PRIMEIRA DA SAUDADE,SUBSOLO
DO ESCRITOR EDSON CARNEIRO,CASA 7
TOMAS GONZAGA,TERREO
ANTONIO DE CIMA,FUNDOS
DA VENTOSA,
3 DE,ANDAR 1 FUNDOS
JERUSALEM,
JERUSALEM,ANDAR
SEGUNDA DA VENTOSA,
VENTOSA,
COSTA RICA,CASA ANDAR 1
1 NOVA BRASILIA,CASA
2 THOMAZ,CASA ANDAR 1
2 MOREIRA,ANDAR 1
,
MARIA,CASA 2
,LADO
NOSSA SENHORA DA CONCEICAO DA PRAIA,CASA
PAULO,LOJA
BELO HORIZONTE,
HORIZONTE,CASA ANDAR 2
DA LEGALIDADE,TERREO
NOSSA SENHORA DA CONCEICAO DA PRAIA,TERREO CASA 1
NOSSA SENHORA DA CONCEICAO DA PRAIA,FUNDOS
ALVES,TERREO CASA 2
HARMONIA,
DO ARRASTAO,FUNDOS
23 DE JANEIRO,LADO
HARMONIA,ANDAR 1
DA LEGALIDADE,CASA
,CASA
15 DE,1
15 DE ABRIL,
DAS COBRAS,
DOMINGOS SAVIO,
DOMINGOS SAVIO,
FRANISCO ANDERSON,
2 PAULO AFONSO DE CIMA,CASA 14
THOMAZ GONZAGA,
THOMAZ GONZAGA,APARTAMENTO 103
THOMAZ GONZAGA,EDIFICIO 170 APARTAMENTO 301
GAIVOTAS,
DO RESGATE,
DOS BEM TI VIS,APARTAMENTO 301
MARTE,EDIFICIO 132B APARTAMENTO 104
MARTE,EDIFICIO 132G
MARTE,132I 201
DAS EMBUIAS,
EMBUIAS,
EDGAR SANTOS,TERREO
ESTRADA DA,PREDIO
TEODULO DE,APARTAMENTO 002
TEODULO DE,
TEODULO DE ALBUQUERQUE,APARTAMENTO 101
HABITACIONAL CABULA VI,LOJA 2 TERREO
HABITACIONAL CABULA VI,106 APARTAMENTO
HABITACIONAL CABULA VI,FUNDOS CASA 1
HABITACIONAL CABULA,CASA 1 TERREO
ARVORES,
TEODULO DE,
TEODULO DE,
FILOMENA,
FILOMENA,FUNDOS CASA 2
,
CATARINA,ANDAR 1
,FUNDOS
CATARINA,FUNDOS
AMAZONAS,ANDAR 2
BAHIA,ANDAR 2
NATAL,TERREO
AMAZONAS,APARTAMENTO 403
,FUNDOS
,FRENTE
MARTINS,
SILVEIRA MARTINS,TERREO
URUCUCA,BLOCO 18 APARTAMENTO 302
SANTOS,
,CASA 2
SANTOS,EDIFICIO 2 APARTAMENTO 1003
ISABEL SOUZA,TERREO CASA 2
AMAZONAS,APARTAMENTO 201
,APARTAMENTO 102
AMAZONAS,BLOCO 202
ALVES DA CUNHA,
,APARTAMENTO 301
ALVES DA CUNHA,APARTAMENTO 303
ALVES DA CUNHA,
DELMAR,
LUA NOVA,
,TERREO
ABIMAEL TEIXEIRA,SUBSOLO
CRISTIANE,ANDAR 1
GUANABARA,FRENTE
GUANABARA,
2 JULIO ROBERTO,ANDAR 1
SERGIPE,
AFRA DIAS FERREIRA,CASA TERREO
LAFAYETE MORAIS SARMENTO,CASA
,ANDAR 2
GILSON FONSECA,
GILSON FONSECA,
JULIO CESAR,
LEAO VELAME,TERREO FRENTE
JOSE,ANDAR 1
24 DE MARCO,
24 DE MARCO,FUNDOS
VIRGINIA SANTA ISABEL,
VIRGINIA SANTA,
1 GILBERTO BASTOS,TERREO
1 GILBERTO BASTOS,CASA 4
21 DE ABRIL,FUNDOS CASA 1
18 DE,ANDAR
BOTELHO,ANDAR CASA
NASCIMENTO,TERREO
PITANGUEIRAS,FRENTE
MELLO MORAES FILHO,
SENHOR DO BONFIM,ANDAR 1
4 DE MARCO,
TH0MAS,CONJUNTO ANDAR 1 CASA 8
DO RESGATE,VER EDIFICIO ACACIA BLOCO XVIII APARTAMENTO 202
RESGATE,CONJUNTO EDIFICIO ACACIA BLOCO XVIII APARTAMENTO 104
RESGATE,CONJUNTO COLI EDIFICIO MOGNO BLOCO APARTAMENTO 202
RESGATE,CONJUNTO COLI VER EDIFICIO ALGAROBA BLOCO XVI APARTAMENTO 204
RIO PURUS,APARTAMENTO 1202
NOME DO AMAZONIA 1,APARTAMENTO 105
RIO PURUS,
SANTOS,
EDGAR SANTOS,ANDAR 1 CASA 1
EDGAR SANTOS,
LAUDICEIA,
LAUDICEIA,
LEILA DINIZ,
,
SUCUPIRA,APARTAMENTO 301
SUCUPIRA,APARTAMENTO 001
CECILIA,CASA
FARIAS,
CAPISTRANO,FRENTE
3 GABRIEL MONTEIRO DE CASTRO,FUNDOS CASA 2
NASCIMENTO,CASA 6
PRIMEIRA FLOR DE MAIO,TERREO CASA 1
SILVA,ANDAR 1 FUNDOS
SILVA,ANDAR 1
EDUARDO SILVA,CASA 5
EDUARDO SILVA,
CLAUDIA,TERREO
I SALOMAO,
UBARANAS,
UBARANAS,ANDAR 2
,
II CABULA VII PROFLUB,
ANTONIO,
I AV SANTO ANTONIO,FUNDOS
III AV SANTO ANTONIO,
RITA,FRENTE
,
SEGUNDA FLOR DE MAIO,ANDAR 3 ANEXO FUNDOS
CIDALIA MENEZES,BLOCO 10 APARTAMENTO 301
MENEZES,BLOCO 19 APARTAMENTO 201
CIDALIA MENEZES,BLOCO 47 APARTAMENTO 202
CLEDENOR SOARES,BLOCO 68 APARTAMENTO 302
CLEDENOR SOARES,BLOCO 76 APARTAMENTO 102
CLEDENOR SOARES,BLOCO 96
SEGUNDA DO,
ADALICIO NOGUEIRA,APARTAMENTO 301
JOSE FERREIRA,
GARCIA,EDIFICIO 2 APARTAMENTO 1401
ACM,ANDAR 3
ACM,
PAZ,
DULCE 3,TERREO
ALMIRANTE,ANDAR
BRUNO,CASA ANDAR 1
EDGAR MEDRADO JUNIOR,CASA
EDGARD SANTOS,CASA
SANTOS,CASA 1 ANDAR 2
EDGARD SANTOS,
MADALENA,TERREO
ERONILDES,
MARILENE,FUNDOS
SOBRAL 3,ANDAR
CORNETA,
CARLA,ANDAR 1
25 DE,CASA
JANETE DE SOUZA,
JANETE SOUZA,
3 VILA NOVA DO SAO BENTO,
DA CACHOEIRINHA,APARTAMENTO 102
CACHOEIRINHA,
CACHOEIRINHA,
JERONIMO BARROS MOTA,FUNDOS
DE ALELUIA ROSA,FRENTE
SAO JORGE DE TANCREDO NEVES,CASA 13
JOSE,
,ANDAR 2
MANOEL RUFINO,
GILBERTO BASTOS,
REINALDO PRAXEDES,
DIAS DE JESUS,ANDAR 1
DE MAUA,TERREO
MAUA,
EDGAR PEREIRA DA CRUZ,
II BARAO DE MAUA,CASA 2
BARAO DE MAUA,
2 GILBERTO,
11 DE,ANDAR 2
2 DE JULHO,ANDAR 2
,
BETEL,
CONCEICAO GOMES,
DIRETA DE TANCREDO NEVES,
SENHORA DE,
PARANA,FUNDOS CASA 10 ANDAR 1
ALECRIM,APARTAMENTO 202
DA ARRUDA,APARTAMENTO 202
DA ARRUDA,
ROMA,
DA ROMA,APARTAMENTO 301
ARVOREDO,
,
FE EM DEUS,CASA
,1
FREITAS,CASA ANDAR 1
1 DE JANEIRO,CASA TERREO
DO BONFIM,CASA
15,
,
A16,
DO CAJU,FRENTE
VIA DAS TORRES,
PRIMEIRA  NOVE DE NOVEMBRO,
SAO JOSE DO JARDIM LOBATO,
TEREZINHA,TERREO
LEITE,
GERTRUDES,TERREO
OSCAR DUQUE DE ALMEIDA,
UNIAO,
OSCAR CORDEIRO,ANDAR
,ANDAR 2 QUARTO 1
GETULIO VARGAS DO LOBATO,TERREO
MARCIANO PORCINO,
MARCIANO PORCINO,
MARTINS DE CASTRO,
JARDIM,ANDAR 1
CARMAGO,TERREO FUNDOS 3
DA SABOARIA,SUBSOLO 3
PRIMEIRA DA SABOARIA,TERREO
PRIMEIRA DA SABOARIA,
YOLANDA,
JORGINA,ANDAR 1
AMPARO DE SAO FRANCISCO,
BEZERRA DE MENEZES,SUBSOLO
DO JARDIM LOBATO,TERREO
CLERISTON ANDRADE,
FRANCISCO GOES,ANDAR
DOS COMERCIARIOS,
COUTINHO,
COUTINHO,
LUIZ DE VASCONCELOS,TERREO
LUIZ DE VASCONCELOS,TERREO
CATU,ANDAR 1 CASA 2
RIO CATU,TERREO
LIDIO DOS SANTOS,TERREO
PACHECO DE OLIVEIRA,ANDAR 1
1 TRAVESSA PACHECO DE OLIVEIRA,
1 TRAVESSA PACHECO DE OLIVEIRA,FUNDOS 1
,
ESPERANTO DE,CASA 1
ANA MARIANI BITTENCOURT,ANDAR 1
ANA MARIANI BITTENCOURT,
IRANDI,ANDAR 1
DO BOM JUA,
DOS BANCARIOS,1
MARIANA BITTENCOURT,CASA ANDAR 1
JOSE ABADE DE OLIVEIRA,ANDAR 2
BOA ESPERANCA,CASA f
2 TRAVESSA DO ORIENTE,TERREO
MELLO MORAES FILHO,ANDAR 1 CASA 4
,CASA
,ANDAR 1
DO HORTO,SOBRADO
DOS ANTURIOS,SOBRADO
REGIA,SOBRADO
DA DIVA PIMENTEL,ANDAR 1 CASA 2
DO METRO,
AMARGOSA,ANDAR 1
ARTISTAS,
ADALGISA SILVA,
GONCALO,ANDAR 1
FRANCISCO DE SA,CASA
SEGUNDA FRANCISCO,
BONFIM DO RETIRO,ANDAR
NEVES,
GERALDO,
BOA ESPERANCA,ANDAR 1
DE SAO GONCALO DO RETIRO,
GONCALO DO RETIRO,TERREO
LAURA,TERREO
RIO NILO,
SAO CARLOS,
ANTONIO JOSE SILVA,TERREO
PALMEIRAS,CASA 1 TERREO
INACIO DE,TERREO 1
DIRETA DA ENGOMADEIRA,
DIRETA DA ENGOMADEIRA,ANDAR 3
PRIMEIRA SAO TOME,
SAO JORGE,
SAO TOME,
PAULO MAGALHAES,
15 DE NOVEMBRO,AVENIDA_INTERNA TERREO FRENTE
2A 15 DE NOVEMBRO,
SILVEIRA MARTINS,BLOCO J APARTAMENTO 102
SILVEIRA MARTINS,BLOCO B APARTAMENTO 104
MARTINS,BLOCO A APARTAMENTO 304
CLOVIS AMORIM,CASA
CLOVIS AMORIM,EDIFICIO LUA BLOCO B APARTAMENTO
ITAPETINGA,PREDIO Sem nome APARTAMENTO 101
ITAPETINGA,EDIFICIO 702
,QUADRA 5 LOTE 33 ANDAR 1
DO SOSSEGO DA SARAMANDAIA,TERREO
EUCLYDES DA CUNHA,
PRIMEIRA ANTONIO DE PADUA,
PRIMEIRA ANTONIO DE PADUA,FUNDOS
REIS,
,
BONFIM,ANDAR 1
7 DE,
CYRIDIAO DURVAL,
AMARGOSA,APARTAMENTO 202
FERNANDO DE ARAUJO GOES,
PERSEVERANCA,
,
PRIMEIRA BOM,TERREO
BOTUPORA,
JIQUIRICA,
10 DE,
10 DE JANEIRO,3
SAO ROQUE,
ARAGUAIA,
CLEMENTINA DE JESUS,CASA 1
CLEMENTINA DE JESUS,
2 LUIZA,
NOVA DAS FLORES,1 2
ANTONIO VIEIRA LEITE,TERREO
SEGUNDA SIMPLICIO DA SILVA,
THOMAZ GONZAGA,
,CASA 2 TERREO
,
PINTO,TERREO CASA 3
HIPODROMO,ANDAR 2
25 DE DEZEMBRO,TERREO CASA 1
4 DE DEZEMBRO,
DENOMINACAO,
CLARA,TERREO FUNDOS
SANTA CLARA,ANDAR 2 FRENTE
GUILHERME PEDROSA,CASA ANDAR 1
8 DE MAIO,1
JERONIMO,TERREO
BATISTA,CASA TERREO
MIOZOTIS,PREDIO FUNDOS
2 SAO FRANCISCO,
MANOEL CABECEIRA,ANDAR 1
2 NOVA OLINDA,
GONZAGA,CASA
TRAV 2 DE JULHO,
AFONSO DE CIMA,TERREO
1 PAULO,FRENTE
NEUSA DE CIMA,
COELHO,
RENATO CINCURA,
RENATO CINCURA,ANDAR 1
SILVEIRA MARTINS,
THOMAZ GONZAGA,APARTAMENTO 401
COELHO,SUBSOLO
SENHOR DO BONFIM,CASA 1
2 RECANTO DA CACHOEIRINHA,CASA
IVANILDO QUEIROZ BRITO,ANDAR 2
VERENA,
NATAL,
POMAR DO,
POMAR DO CABULA,
FERNANDO DE SAO PAULO,
ZULEIDE LOPES,CASA
ZULEIDE LOPES,
LOPES,
AGENOR MATOS,ANDAR 1a
IV TRV AGENOR MATOS,
IV TRV AGENOR MATOS,2
PARAIBA,CASA 6 FUNDOS
VERA LUCIA TEIXEIRA,LADO esquerdo
,ANDAR 1
CONCEICAO,TERREO
DA CONCEICAO,FRENTE
NEUZA MENDES BARBOSA,
8 DE,
ENOQUE DOS,2
LAFAYETE MORAIS,
LAFAYETE MORAIS SARMENTO,
MARIA JOSE,TERREO
GRACA MARIA,
OSMARIO JOSE,FRENTE
,
PERNAMBUCO,TERREO FUNDOS CASA 1
24 DE,
24 DE MARCO,1
EFIGENIA,ANDAR 2
BERIMBAU,1
SANTOS,CASA
,
EDGAR SANTOS,ANDAR 1 CASA 1
MONICA,
MONICA,
DENOMINACAO,
TOME DE,ANDAR 1
LUZIA,
LUZIA,ANDAR 1
PRIMEIRA HILDA,ANDAR 1
06 CABULA VII PROFLURB  N,APARTAMENTO 301
DULCE,
DULCE,
DULCE,
,
DOMINGOS DE,CASA
DOMINGOS DE NARANDIBA,
DULCE,
25 DE MAIO,SUBSOLO 3
ISAIAS ALVES,CASA 1 FUNDOS
ALVORADA,TERREO
ALVORADA,ANDAR 2 FUNDOS
SENHORA DO,TERREO
LUIS GOMES,
FLORESTA,
PARNAMIRIM,CASA 2
BEIRA RUA,
21 DE ABRIL,FUNDOS CASA 1
4 AUGUSTO DE CARVALHO,
AUGUSTO DE CARVALHO,
JAIME VIEIRA LIMA,
DO CABRITO,
3A NORMA QUEIROZ,
ALTO DA MANGUEIRA,TERREO
ALTO DA MANGUEIRA,
ALTO DA,FRENTE
ALTO DA,
,FUNDOS
DOMINGOS SAVIO,LADO
,
SANTA NEUZA,
NEUZA MENDES,CASA E TERREO
EDGAR SANTOS,
DAS HORTAS,
OSWALDO MARTINS DE CASTRO,ANDAR 1
BARRETO,CASA
NOVA DO,TERREO
JAQUEIRA,2
DA ALEGRIA,FRENTE
FRANCISCO GUARANY,
VOLUNTARIOS DA PATRIA,ANDAR 1
DO CARMO,
DIRETA DO SAO CAETANO,
LUTHER KING,
CIRLANDIA,ANDAR 1
NOVA BAHIA,CASA 1
DUARTE,ANDAR 1
NESTOR DUARTE,FUNDOS 8
LUIS DE,
,ANDAR 1
MELLO MORAIS,
MELO,
MELO,
ANGELINA,ANDAR 2 CASA 1
JOSE SALES,TERREO
MELO MORAES FILHO,
,
DIRETA DA GOMEIA,
DIRETA DA,
3 TRAVESSA BAHIA,TERREO
BARBOSA DA FAZENDA GRANDE,
2 TRAVESSA,ANDAR 1
ALTO DA BOA ESPERANCA,
DO PARA,CASA
SAN MARTIN,1
2 TRAVESSA BOA ESPERANCA,
,
ANDRE LUIZ,ANDAR 2
FARIAS,TERREO
LIBERTADORES,CASA
SAN MARTIN,
1 GERVASIO,
DURVAL FARIAS,
DURVAL FARIAS,
MELLO MORAES FILHO,
MELLO MORAES FILHO,
DE JULHO 5 TRAVESSA,
2 DE JULHO 5 TRAVESSA,
DIVA PIMENTEL,ANDAR 1
DIVA PIMENTEL,
MELO MORAIS,
MELO MORAIS FILHO,FUNDOS ANDAR 1
MELO MORAIS,SUBSOLO
DE SOUZA SEGUNDA,CASA SUBSOLO 2
PATINHA,ANDAR 2
,ANDAR 1
RETIROLANDIA,
RETIROLANDIA,
LORIVAL ALVES,
SILVEIRA,
SILVEIRA,
SILVEIRA,FUNDOS
HILTON RODRIGUES,BLOCO 45 A APARTAMENTO 01
,CASA
NOVA ESPERANCA,SOBRADO
DAS BARREIRAS,CASA FUNDOS
ROBERTO MATOS,CASA ANDAR 1
AGOSTINHO,ANDAR 1
FRANCISCO,
SANTANA,TERREO CASA 3
SANTANA,TRAVESSA_INTERNA TERREO
LUIZ DE,ANDAR 1
AGOSTINHO,ANDAR 1
DA ADUTORA,
JOSE MARCOS,
JOSE MARCOS,ANDAR 1
ALTO DO GUARACI,
DA ADUTORA,
DA PAZ DO SAO GONCALO RETIRO,
GONCALO DO,
MARTINS,BLOCO 905
VALMIR ALCANTARA,BLOCO 182 D APARTAMENTO 101
VALMIR ALCANTARA,BLOCO 182 I APARTAMENTO 201
VALMIR ALCANTARA,BLOCO 182 K APARTAMENTO 101
SILVEIRA MARTINS,BLOCO Roxo
SILVEIRA MARTINS,BLOCO Vermelho APARTAMENTO 702
SILVEIRA MARTINS,Preto 304
SILVEIRA MARTINS,BLOCO 7 APARTAMENTO 203
SILVEIRA MARTINS,APARTAMENTO 103
SOUZA,ANDAR 1
PERNAMBUES,
10 DE AGOSTO,CASA ANDAR 2
CLARA,ANDAR 1
,SOBRADO
SAO BENEDITO,
BENEDITO,
RAIMUNDO,FUNDOS CASA 2
,CASA
VERUSA,FUNDOS
VERUSA,
28 DE ABRIL,
28 DE ABRIL,CASA
DAS GAIVOTAS,APARTAMENTO 002
DAS GAIVOTAS,APARTAMENTO 301
GAIVOTAS,APARTAMENTO 301
DO RESGATE,APARTAMENTO 302
CANARIOS,APARTAMENTO 101
ARATUIPE,
HABITACIONAL CABULA VI QUADRA E,APARTAMENTO 302
HABITACIONAL CABULA,
TEODULO DE,APARTAMENTO 102
JOSE FERREIRA,ANDAR 1
ESTRELA DO TANCREDO NEVES,
DO TANCREDO NEVES,APARTAMENTO 01
ARVOREDO,
,
SILVEIRA MARTINS,
,APARTAMENTO 203
UBERLANDIA,APARTAMENTO 202
CREUZA DE JESUS,
CREUZA DE JESUS,CASA 75
MONTEIRO COSTA,ANDAR 1
,
PIAUI,FUNDOS CASA 4
1    PIAUI,
PIAUI,CASA
CLEDENOR SOARES,BLOCO APARTAMENTO
SANTA BARBARA DO SABOEIRO,
EUGENIO RIBEIRO,LOTE 2 APARTAMENTO
EUGENIO RIBEIRO,TERREO APARTAMENTO 01
ATILA FREITAS,CASA
LAZARO DO CABRITO,CASA
LAZARO DO CABRITO,ANDAR
SETIMA LAZARO,CASA
FRABRICIANO CONCEICAO,ANDAR 1 FUNDOS
LUCIANO BARRETO,CASA
TRANQUILINO MENDES,FRENTE
QUARTA WILSON TEIXEIRA,
SINESIO NUNES,
SUSSUNGA VELHA,TERREO
2 TRAVESSA LUIZ DE VASCONCELOS,1 APARTAMENTO 2
AVENIDA ALMIRANTE TAMANDARE,
ANTONIO DA FAZENDA GRANDE,SUBSOLO FRENTE
,
MENDES,
LEAO,SUBSOLO
LEAO,ANDAR 2 APARTAMENTO 101 TERREO
,
BATISTA,
MILTON GOMES COSTA,ANDAR 1
RIO BRANCO,
8 DE DEZEMBRO,
DORALICE PEREIRA DOREA,CASA FUNDO
MOURA,TERREO
MENDONCA,AVENIDA_INTERNA TERREO
TOMAS,CASA FRENTE ANDAR 1
15 DE NOVEMBRO,CASA
BOA ESPERANCA,
PRIMEIRA RAIMUNDO,
RAIMUNDO,
PRIMEIRA RAIMUNDO,CASA
,
DO RESGATE,EDIFICIO colibri
CARVALHO OLIVA FILHO,CASA 1 TERREO
MELHOR,PREDIO
VERA LUCIA TEIXEIRA,TERREO
VERA LUCIA TEIXEIRA,TERREO
DINIZ,TERREO
1A VALTER DINIZ,TERREO
2A VALTER,
2A VALTER,
FLAMENGO,
FLAMENGO,
FLAMENGO,APARTAMENTO 506
DA ASSEMBLEIA,
DA ASSEMBLEIA,ANDAR
FLAMBOYANTS,
AMAZONAS DE BAIXO,
BONFIM,
PASTOR FLAVIO,TERREO
SILVEIRA MARTINS,TERREO
4 DE DEZEMBRO,CASA 1 TERREO 1
MARTINS,BLOCO JASMIM APARTAMENTO 502
MARTINS,BLOCO AZALEIA APARTAMENTO 101
AMAZONAS DE BAIXO,TERREO
BARBARA,
BETO GARBAN QUARTA  TRV,
DA CORUJA,BLOCO 4 APARTAMENTO 103
DO SABOEIRO,BLOCO 24 APARTAMENTO 101
DO SABOEIRO,BLOCO 55 APARTAMENTO 302
DO ORIENTE,TERREO
PACHECO DE OLIVEIRA,
BOM JUA,2
ISRAEL,CASA
FRANCISCO,CASA TERREO
BARRETO,
JUSCELINO BARRETO,
A8,
CAJU,ANDAR 1
CARLOS,SOBRADO
ALEGRIA,SOBRADO
22 DE MARCO,TERREO
NOSSA SENHORA,TERREO
DO CAMPO DO ARENOSO,FRENTE
,
3 SAO,
ANTONIO DE PADUA,TERREO
ANTONIO DE PADUA,ANDAR 1
COSME,CASA ANDAR 1
SANTOS,
,CASA ANDAR 2
EDGAR SANTOS 4,2
SOUZA,CASA 4
DIRETA DE TANCREDO NEVES,FUNDOS 3
ALVES,
ANTONIO,ANDAR 1
ALIOMAR BALEEIRO,
ALIOMAR BALEEIRO,
ALTO DA BOA VISTA,ANDAR 2 CASA 3
ALTO DA BOA VISTA,
ANTONIO,
MANOEL RAMOS,ANDAR 1
MARCOS MOREIRA,OUTROS 2 ANDAR 1
CARMEM MESQUITA,
CENTRO,EDIFICIO SANDALO ANDAR 204
SOTERO,
O 24,
10,FUNDOS ANDAR 1
26,
A GLEBA B,SUBSOLO CASA 2
10 GLEBA D,
02 GLEBA H,
9 GLEBA,TERREO
22,
ARTUR COUTO,TERREO
,
,
AMERICA DOURADA,
ARTHUR COUTO,
ARTHUR COUTO,
EURICO DA COSTA COUTINHO,
02,ANDAR 1
,
38,
03 SETOR F,TERREO
B,
B,
TANIA CALLEIA CAMINHO 16,SOBRADO
1,
,TERREO
9,
CARLOS ARISTIDES MALTEZ CAMINHO 8 F,TERREO
F,
05 SETOR F,TERREO
05 SETOR F,
07 SETOR F,ANDAR 1
10 SETOR F,
BALEEIRO,
BALEEIRO,APARTAMENTO 102
ALIOMAR BALEEIRO,
BALEEIRO,
ALPHAVILLE,
ALPHAVILLE,
DURVAL VICTORINO MONTANHA,
JORGE VALENTE,
,
,ANDAR 1
,
,
4,
WILDE DE LIMA RUA B,
PLINIO GARCEZ DE SENA,
56,CASA 1
56,
,
TRAVESSA EDVALDO GOMES,CASA
ADUTORA,
ADUTORA,AVENIDA_INTERNA
,AVENIDA_INTERNA
16 DE,TERREO
AGOSTINHO,ANDAR 1
AGOSTINHO 6,TERREO
GERALDO,
ROQUE 1,ANDAR 1
ROQUE 1,
DA IMBUIA,
GETULIO VARGAS,APARTAMENTO
ALIOMAR BALEEIRO,
BALEEIRO,
OSVALDO GORDILHO,
ROQUE,
FERNANDO SALES,
SALES,
GONCALO DE ATAIDE PEREIRA,
PEDREIRA,
FIDALGO,
HIBISCOS BRANCOS,
AZUIS,BLOCO 08 ANDAR 04 APARTAMENTO 402
CENTRAL,AVENIDA_INTERNA
ACACIA AMARELA,
EFIGENIA,
EFIGENIA,
EFIGENIA,
FERREIRA,
JOAQUIM FERREIRA,CASA 13
8 GETULIO,
BARRO DURO,
DURO,LOTE 01
DA ESPERANCA,
ALVORADA,
DEUS E AMOR,
PRINCIPAL,
GILBERTO GORDILHO,
LESTE 3,
DOIS DE JULHO,LADO
8 DE,CASA
RIO,
BEIRA RIO,
SEGUNDA TRAVESSA 2 DE JULHO,ANDAR 1
TRAVESSA 2 DE JULHO,FUNDOS
,
DA MANGUEIRA DE IPITANGA,ANDAR 1o
DA MANGUEIRA DE IPITANGA,TERREO
1 DA MANGUEIRA DE IPITANGA,AVENIDA_INTERNA
2 DA MANGUEIRA DE IPITANGA,AVENIDA_INTERNA
2 DA MANGUEIRA DE IPITANGA,
3 DA MANGUEIRA DE IPITANGA,
DA CONCEICAO DE CIMA,
DAS FLORES,
NOVA ESPERANCA DO MEIO,
ABAETE,
DE DEZEMBRO CEASA,
SANTA CECILIA,AVENIDA_INTERNA
ANTONIO DAS NEVES,AVENIDA_INTERNA
BROMELIAS BRANCAS,
LIRIO DO VALE,
LIRIO DO,
VERMELHAS,
GAIA,APARTAMENTO 39
DO SOCORRO,
DO SOCORRO,
JOAO DE CIMA,FRENTE TERREO
MILTON COELHO,CASA 05
,
07,
ACALANTO,
ACALANTO 2,TERREO
,FUNDOS
DA ADUTORA,
DA ADUTORA,
AGOSTINHO,
PEDRO CACHOEIRA,FUNDOS 1
DO CAMPO VILA VERDE,
RAUL SEIXAS,
RAUL SEIXAS,
04,
SANTOS DUMUNT,CASA
DUMUNT,CASA
SAO FELIPE,ANDAR 1
,CASA
2 DE JULHO 2,
2 DE JULHO,
CRISTO REDENTOR,
DIRETA DO CAPELAO,CASA
JERONIMO,
,CASA
2 DE,CASA
VARGAS DE MUSSURUNGA,SOBRADO
PAULO AFONSO,
ALTO DA BELA VISTA DA CEASA,
DURO,
HORIZONTE,
VISTA DA CEASA,CASA
RAIMUNDO DA CEASA,CASA
BA 526,CASA
14 DE NOVEMBRO,
2 DE,
DA MANGUEIRA DE IPITANGA,
SAO CRISTOVAO DE IPITANGA,CASA
,SUBSOLO 02 CASA 01
,FRENTE
ADUSTINA,
DAS DORES,
C,FRENTE
TRAVESSA RIO DO BISPO,CASA
RODRIGUES,
FLUMINENSE,GRUPO b
SANTA RITA DA CEASA,
ADUTORA DO PARQUE,
ADUTORA DO PARQUE,
BELA VISTA,
FRANCA,
FLAMENGO,
MARCOS MOREIRA SOLTER,
MEDEIROS,
1,
OESTE 1,
TRAVESSA SAO JORGE,
BOSQUE FELIZ,
1,
DOS SANTOS FILHO,
MANOEL DOS SANTOS FILHO,
OESTE 1,
3,
WALY SALOMAO,
20,
19 PRIMEIRA PARTE,CASA
DA ADUTORA  3,CASA
GARCEZ DE SENA,BLOCO 20 ANDAR 01 APARTAMENTO 102
ADRIANO DE AZEVEDO PONDE,
09 SETOR G,
09 SETOR G,
BARBOSA LIMA,
03 SETOR G,
5 SETOR G,TERREO
,
,
MARIA MADALENA,
13,
19,
VARGAS,
LAURO DE,
JOAO,BLOCO b TERREO
NOVA,BLOCO 2 ANDAR 1 APARTAMENTO 102
LUA NOVA,BLOCO TERREO APARTAMENTO
NOVA,BLOCO 6 ANDAR 3 APARTAMENTO 303
NOVA,BLOCO 10 3 APARTAMENTO
16 DE AGOSTO,
16 DE,
16 DE AGOSTO,TRAVESSA_INTERNA
ENTRE RIOS,FUNDOS
FAZENDA CASSANGE,
NORTE 2,
DAS CODORNAS,
DA PEDREIRA,CASA 3
DA PEDREIRA,
FRACISCO DE,
L 04,
L 13,
CRISTOVAO DE IPITANGA,AVENIDA_INTERNA
DA ADUTORA,TRAVESSA_INTERNA CASA 9
,TRAVESSA_INTERNA
DA ADUTORA,2 LADO
BALEEIRO,LOJA
DA MATRIZ,
PEDRO CACHOEIRA,
ALIOMAR BALEEIRO,TERREO
BALEEIRO,FUNDOS
ANTONIO,ANDAR 1 CASA C
SE,
UTINGA,
VITORIA DA SEASA,03 104
VITORIA DA SEASA,LOTE 03 CASA 106
ANTONIO DA CEASA,
TANCREDO NEVES DA CEASA,FRENTE
DE MAIO DA CEASA,
DE JULHO 2,FUNDOS
DE JULHO 2,CASA
TRAVESSA 2 DE JULHO,
BONFIM,ANDAR 1
SEGUNDA  ENTRE RIOS,
SETE DE,
PARAISO,BLOCO C APARTAMENTO 904
PARAISO,BLOCO A APARTAMENTO 001
NOVA DE SAO BENTO,APARTAMENTO 202
LABATUT,
DO SALETE,
GOMES COSTA,TERREO
DIRETA DA PIEDADE,TERREO
CARLOS GOMES,APARTAMENTO 606
DOIS DE JULHO,APARTAMENTO 709
TUIUTI,ANDAR 2 APARTAMENTO 203
FRANCA,ANDAR APARTAMENTO
DOIS DE JULHO,ANDAR 1 APARTAMENTO 102
AUGUSTO FRANCA,8 APARTAMENTO
AUGUSTO FRANCA,ANDAR 4 APARTAMENTO 401
DEMOCRATA,TERREO APARTAMENTO 03
DEMOCRATA,APARTAMENTO
NOVO,
AREAL DE,ANDAR 1 APARTAMENTO 103
AREAL DE,ANDAR APARTAMENTO
CARLOS GOMES,
GOMES,
CARLOS GOMES,ANDAR 5 APARTAMENTO 503
DO CABECA,TERREO
SODRE,
